"name","unp","instrument_uuid","ticker","share_kind"
"ЗАО ""ГлубокоеБиоТопливо""","391055723","bf96806e","T2949-S0001","common"
"ЗАО ""Голден Рейшио Софтвеар""","192466105","b559c770","T5184-S0001","common"
"ЗАО ""ГОЛОГРАФИЧЕСКАЯ ИНДУСТРИЯ""","101482057","86543536","T5606-S0001","common"
"ЗАО ""ГомельавтоГАЗ""","491337008","6b2ba934","T6388-S0001","common"
"ЗАО ""Гомельский ВСЗ""","400069471","17bf30e5","T3930-S0001","common"
"ЗАО ""Гомельский региональный депозитарный центр""","400516455","07523b74","T4380-S0007","common"
"ЗАО ""Гомельское региональное агентство экономического развития""","400459920","4fc20cef","T6013-S0001","common"
"ЗАО ""Гомельстройтехника""","491054991","c1f44767","-S0001","common"
"ЗАО ""Гомельхимзащита""","491334208","ef849e6a","T6370-S0001","common"
"ЗАО ""Горэнерго""","192634072","e461a4d7","T5474-S0001","common"
"ЗАО ""Гостиница ""Буг-Сервис""","291080904","6ab423da","T4114-S0001","common"
"ЗАО ""Гостиничный комплекс ""Припять""","200209637","3d1ba08c","T1022-S0002","common"
"ЗАО ""ГОТЭМ""","391565577","5877c4fc","T6308-S0001","common"
"ЗАО ""ГРАВЕР""","101291327","57bc0876","T5937-S0001","common"
"ЗАО ""ГРАНАРС""","100984458","a6883ad3","T5773-S0003","common"
"ЗАО ""Грин Биогаз""","690664802","9dd33ab7","T5755-S0001","common"
"ЗАО ""ГРИНСАЙТ""","500044990","46b68fae","T2336-S0001","common"
"ЗАО ""Гринэйр""","391195435","1405a3bf","T5395-S0001","common"
"ЗАО ""ГродноТоргСервис""","500038369","65a8d8cd","T2470-S0001","common"
"ЗАО ""ГСАФ""","400022998","6736a0df","T5638-S0001","common"
"ЗАО ""ГСКБ КЭО""","491318889","567d1b64","T5250-S0001","common"
"ЗАО ""Гсмторгсервис""","191851412","e8323d67","T4523-S0001","common"
"ЗАО ""Гудевичи""","500126053","4c16ea16","T4935-S0003","common"
"ЗАО ""ГУДЛОН""","190555695","bda9b33d","T6036-S0001","common"
"ЗАО ""ДГ-Центр""","690557618","5c3c6481","T4868-S0001","common"
"ЗАО ""Делай Дело""","691784972","17287646","T5175-S0001","common"
"ЗАО ""ДЕЛСАР""","101199879","4bf80c4c","T4855-S0001","common"
"ЗАО ""ДЕЛЮР""","100436518","6aa9d484","T5972-S0001","common"
"ЗАО ""Державаинвест""","190285717","baf78d9c","T0824-S0001","common"
"ЗАО ""ДЕСТБЕЛ""","101478806","33d52120","T4871-S0003","common"
"ЗАО ""ДЕТСКАЯ ОПТИКА""","100719336","5ca80d48","T5737-S0001","common"
"ЗАО ""Детский клуб ""Маячок""","192484943","ff951312","T5219-S0001","common"
"ЗАО ""ДживаФарм""","192381617","557ba583","T5082-S0001","common"
"ЗАО ""Дзержинский мясокомбинат""","691601588","c8f43a2f","T4606-S0001","common"
"ЗАО ""Дзержинский мясокомбинат""","691601588","ea3ac2ed","T4606-S0002P","preferred"
"ЗАО ""Диалог-Про""","300237332","5d913dcd","T3955-S0003","common"
"ЗАО ""ДиаМант сити""","690667883","29190f3d","T6078-S0001","common"
"ЗАО ""ДИАРКЛАСС""","690363774","6dcbe69d","T6280-S0001","common"
"ЗАО ""Диджитрейдбел""","491308330","abbd0617","T5231-S0001","common"
"ЗАО ""ДКД Инком""","193153651","f17d575e","T6561-S0001","common"
"ЗАО ""ДЛМ""","100792351","dc0191d8","T5899-S0001","common"
"ЗАО ""Днепровская текстильная фабрика""","100081554","a245d41e","T4631-S0001","common"
"ЗАО ""Днепро-Двинское""","300237026","1e7f3cd5","T6366-S0001","common"
"ЗАО ""Днепрстройпроект""","490711105","c9a56446","T3964-S0001","common"
"ЗАО ""ДНС Техно""","192045463","f5bcc6fa","T5876-S0001","common"
"ЗАО ""Доброном""","191178504","d2f08db6","T3895-S0001","common"
"ЗАО ""Доброном""","191178504","cf72336a","T3895-S0002P","preferred"
"ЗАО ""Добрый Дом""","500525630","b0ff6a59","T3972-S0001","common"
"ЗАО ""Довайна""","193228400","33fd2112","T6324-S0001","common"
"ЗАО ""ДОЛЯ""","100058581","b0a0bb5c","T2802-S0003","common"
"ЗАО ""ДоМ-ВЕТРАЗЬ""","691298400","92e7bbc7","T6268-S0001","common"
"ЗАО ""ДОМ ТОРГОВЛИ РАМОНАК""","100665084","5cc2b996","T5431-S0001","common"
"ЗАО ""ДОПОГ-СЕРВИС""","190893719","88d42489","T5863-S0001","common"
"ЗАО ""ДОР-МПЗ""","190507793","b9a1ff4a","T5985-S0001","common"
"ЗАО ""Друг-Стайл""","192580729","13a99453","T5402-S0001","common"
"ЗАО ""ДС ПМК-4""","100159979","c9e7f742","T5653-S0001","common"
"ЗАО ""ДСПМК-93"" г.Заславль","600012894","48e75828","T3994-S0001","common"
"ЗАО ""Дубровка""","300352248","941fd5fd","T3772-S0001","common"
"ЗАО ""Дукорский маёнтак""","691075981","c07bb920","T4656-S0001","common"
"ЗАО ""ДФЗ""","400003551","20a84a85","T2759-S0006","common"
"ЗАО ""ДЦ АвтоГАЗ Колядичи""","101161433","e0c6ab46","T2523-S0001","common"
"ЗАО ""ДЦ Столичный НЭКСТ""","192745992","ae19276d","T5849-S0001","common"
"ЗАО ""ДЭЛФИИМПЭКС"" Минский район","101002581","1670bc51","T6077-S0003","common"
"ЗАО ""Евразийский железнодорожный гейтвэй""","691701292","d85286fb","-S0001","common"
"ЗАО ""Евроопт""","100957635","1355846c","T3473-S0001","common"
"ЗАО ""ЕВРОСОТ""","101205724","f6618e90","T5563-S0001","common"
"ЗАО ""Евросот-Сервис""","800017115","803b5e5a","T5827-S0001","common"
"ЗАО ""Евроталер""","190997431","b228550e","T5384-S0001","common"
"ЗАО ""ЕВРОЭКОСЕРВИС""","808000280","21185a3e","T2621-S0001","common"
"ЗАО ""Живой Хлеб""","692078814","edbd1d7a","T6218-S0001","common"
"ЗАО ""ЖИЛИХОВО""","600018517","93fdcb42","T3787-S0001","common"
"ЗАО ""ЖИЛСТРОЙАВТОМАТИКА""","190212769","df1dee19","T5318-S0001","common"
"ЗАО ""Житница""","390063860","011eead6","T5557-S0001","common"
"ЗАО ""Завод Белмединструменты""","291235525","03338536","T5119-S0001","common"
"ЗАО ""Завод добавок и смазок ""ФРЭЙМ""","691423315","38ec5c9b","T4406-S0001","common"
"ЗАО ""Завод Комплектующих Деталей""","690743902","3c666946","T3899-S0001","common"
"ЗАО ""Завод медицинских изделий Белполимед""","291241894","fb4aa664","T6334-S0001","common"
"ЗАО ""Завод нефтехимического оборудования""","691783524","5d11ff9d","T5174-S0001","common"
"ЗАО ""Завод Пиляко""","691834818","ff6b022b","T6038-S0001","common"
"ЗАО ""Завод полимерных труб""","700360916","cfd514fc","ZPT-S0001","common"
"ЗАО ""Завод полимерных труб""","700360916","b2b071d3","ZPT-S0002P","preferred"
"ЗАО ""ЗАВОД ПРОМСТРОЙИНДУСТРИЯ""","100120963","66d7cee8","T3722-S0003","common"
"ЗАО ""ЗАВОД СПЕЦАВТОМАТИКА""","100016872","14397918","T2236-S0001","common"
"ЗАО ""Завод Флометр""","690506390","c1dddaca","T6033-S0001","common"
"ЗАО ""Завод химических изделий""","400030027","be49eaf3","T5549-S0001","common"
"ЗАО ""Заднепровский Биогаз""","812003710","730d9db2","T4556-S0001","common"
"ЗАО ""ЗападГАЗавтосервис""","290491749","b577700f","T4303-S0001","common"
"ЗАО ""Западпромстрой""","690586951","d6964f6b","T6386-S0001","common"
"ЗАО ""ЗВО""","691357099","8ee51c86","T4291-S0001","common"
"ЗАО ""Зернохимпродукт"" г. Ивье","500452090","662d7a25","T5565-S0001","common"
"ЗАО ""ЗИКО""","200307946","1bc029d5","T5693-S0001","common"
"ЗАО ""ЗОВ-промсистемы""","590831261","ea574cd3","T4227-S0001","common"
"ЗАО ""ЗОВ ЭНЕРГО""","591000207","4fad86a5","T3878-S0001","common"
"ЗАО ""ЗФБ""","200422609","d3eca430","T4162-S0003","common"
"ЗАО ""ИВАЛси""","191021878","a66b99ae","T6199-S0001","common"
"ЗАО ""ИВ-Инвест""","190523352","eb8a4a0d","T3797-S0001","common"
"ЗАО ""Ивушка"" г.Солигорск","600175011","12e9286c","T5657-S0001","common"
"ЗАО ""ИК дизайн центр МСК""","191434403","bf2e63d7","T3089-S0001","common"
"ЗАО ""Империя Дождя""","191065551","ea92a175","T4180-S0001","common"
"ЗАО ""ИнвестБаланс""","191770389","3814b38b","T4392-S0001","common"
"ЗАО ""ИНВЕСТИЦИОННАЯ КОМПАНИЯ ЮНИТЕР""","190460276","275a6088","T2667-S0001","common"
"ЗАО ""Инвестиционное финансирование""","192572518","262780a2","T5320-S0001","common"
"ЗАО ""Инволюкс""","200644726","387a7095","T6003-S0001","common"
"ЗАО ""ИнГидроБел""","691736815","18e950e3","T6456-S0001","common"
"ЗАО ""ИНДЕЛКО""","100456657","cdd5da86","T2551-S0001","common"
"ЗАО ""ИНДИ-7""","101232999","39d22a91","T2956-S0001","common"
"ЗАО ""Инженерно-экологический центр ""БЕЛИНЭКОМП""","300043792","b2eb5505","T5086-S0001","common"
"ЗАО ""ИнК ""БелАСКО-Инвест""","400260169","c5b8ee09","T4741-S0001","common"
"ЗАО ""Инновационная пружина""","691419059","e85a821b","T4129-S0001","common"
"ЗАО ""ИНПАС""","100644929","ef5670d5","T5621-S0001","common"
"ЗАО ""ИНСЕРВИССТРОЙ""","101225557","9fe5e186","T2856-S0001","common"
"ЗАО ""Институт ""Гомельпроект""","400071112","7993c2a7","T1351-S0001","common"
"ЗАО ""Институт информационных, инновационных, инвестиционных технологий""","191084865","64beb24d","T4894-S0001","common"
"ЗАО ""ИНСТИТУТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ""","100003325","60d72a46","T4642-S0001","common"
"ЗАО ""ИНСТРУМЕНТАЛЬНЫЕ ТЕХНОЛОГИИ""","101269853","5dc8033d","T4191-S0001","common"
"ЗАО ""Инструменткомплект М""","790362442","e84ebeb4","T5139-S0001","common"
"ЗАО ""ИНТЕГРАФАРМ""","691778830","b40e9f3a","T5049-S0001","common"
"ЗАО ""Интеллектуальные системы""","100211499","44bcdf73","T2690-S0001","common"
"ЗАО ""ИнтерАвтоТех""","191164706","b61a917f","T6526-S0001","common"
"ЗАО ""ИНТЕРАКТИВГРУПП""","101424776","448d821d","T6262-S0001","common"
"ЗАО ""ИНТЕРБИЗНЕСЦЕНТР""","190326123","c7e7d3e1","T6359-S0001","common"
"ЗАО ""Интербудсервис""","200404424","0cf9c95a","T5526-S0001","common"
"ЗАО ""Интернет-магазин Евроопт""","691536217","8af50354","T4465-S0001","common"
"ЗАО ""Интернет-магазин Евроопт""","691536217","cb6a5411","T4465-S0002P","preferred"
"ЗАО ""ИНТЕРПАРТНЕР""","100199644","0de94955","T2797-S0001","common"
"ЗАО ""ИНТЕРТЕХСЕРВИС""","101146921","6d377c34","T5781-S0001","common"
"ЗАО ""Интерхим групп""","190681407","d0de2f61","T5463-S0001","common"
"ЗАО ""ИНФО-МАРКЕТ""","100118365","b67c1f52","T5928-S0001","common"
"ЗАО ""Инфопарк-проект""","190951913","a3223a95","T5837-S0001","common"
"ЗАО ""Информационные технологии и телекоммуникации""","190755099","ceb1d8b8","T5594-S0001","common"
"ЗАО ""ИПЛ Карго""","391710112","551e46e2","T5107-S0001","common"
"ЗАО ""Иппокрена""","100089422","d01410d4","T5987-S0001","common"
"ЗАО ""ИРМАСТ""","100079566","28ba1946","T6161-S0001","common"
"ЗАО ""ИСКАМЕДТЕХ""","100991302","ef763351","T5229-S0001","common"
"ЗАО ""ИСЭЛ""","100758669","b97a954b","T5943-S0003","common"
"ЗАО ""ИТРАНЗИШЭН""","190654745","cb8c712f","T4035-S0003","common"
"ЗАО ""Кабыловка Биогаз""","690662468","bec3c621","T5295-S0001","common"
"ЗАО ""КАДМ ПЛЮС""","690713552","84ebbd3f","T6035-S0001","common"
"ЗАО ""КАЗИУС Эквити Партнерс""","193278956","1bccb086","T6387-S0001","common"
"ЗАО ""КАЛИНКА"" г. Солигорска","600024620","c526e2db","T3845-S0001","common"
"ЗАО ""КАМЕНА""","101442644","4e23e7f5","T3239-S0001","common"
"ЗАО ""Канков""","192957071","cb97b0a9","T6089-S0001","common"
"ЗАО ""Капитал-актив""","400435921","5604f082","T3000-S0004","common"
"ЗАО ""Карго Майл""","193287341","2f2329cf","T6378-S0001","common"
"ЗАО ""КАРТОЧКИ, СИСТЕМЫ, ТЕХНОЛОГИИ""","101254691","44d3e0a8","T6369-S0001","common"
"ЗАО ""Каскад"" г.Лида","500044669","8bfb6a32","T2873-S0003","common"
"ЗАО ""Каскад Групп""","690631652","e98b2210","T4619-S0001","common"
"ЗАО ""КАТЭК""","808001233","d0baf7c7","T2000-S0001","common"
"ЗАО ""Квадратум Дев""","191751948","81ab6823","T4190-S0001","common"
"ЗАО ""КВИП""","100146169","e8a13863","T5940-S0001","common"
"ЗАО ""КДТ-центр""","691141003","47c7daad","T6203-S0001","common"
"ЗАО ""КИМ""","400062410","d1f305c1","T5607-S0001","common"
"ЗАО ""Кинэрго""","191560608","b298f8cf","T5298-S0001","common"
"ЗАО ""КиС""","300299762","a4a50990","T5521-S0001","common"
"ЗАО ""КЛЕВИЦА""","690022442","e38130c9","T5556-S0001","common"
"ЗАО ""Клин Групп""","191269969","0cd16d93","T3924-S0001","common"
"ЗАО ""КобринИнвест""","291391143","6c3aee4f","T5380-S0001","common"
"ЗАО ""Кобрин-Лада""","200295799","36a18583","T6310-S0003","common"
"ЗАО ""КОБРИНСКАЯ ПТИЦЕФАБРИКА РАДУЖНАЯ""","291581114","1ed2eb50","T6290-S0001","common"
"ЗАО ""КобринФэшн""","291532706","ba4a756f","T6223-S0001","common"
"ЗАО ""КОМВАК""","100031805","a5732f6e","T5440-S0001","common"
"ЗАО ""КОМКОН""","100051653","6e75f228","T6072-S0001","common"
"ЗАО ""Коммунэнерго""","101155769","7f680cd3","T6080-S0001","common"
"ЗАО ""Компания ""Интерфарм""","300000556","a1ce6ae5","T2781-S0001","common"
"ЗАО ""КОМПАНИЯ МАСТЕРПАК""","190580170","b241c139","T5652-S0001","common"
"ЗАО ""Компания по эксплуатации собственности""","192208785","9e98e712","T4842-S0001","common"
"ЗАО ""КОМПАНИЯ РЯД""","190662785","61de54ad","T5445-S0001","common"
"ЗАО ""Компания элитных спортивных товаров""","490682497","425705de","T6010-S0001","common"
"ЗАО ""КОМПЛЕКССНАБ""","101268382","dd670ae7","T4294-S0001","common"
"ЗАО ""Компрессороремонтный завод""","790030292","5f2866b9","T5688-S0001","common"
"ЗАО ""КОНСТРУКТОРСКОЕ БЮРО ""ПРИБОР""","100100852","cbc2db9e","T5611-S0001","common"
"ЗАО ""Консул""","200534611","2e2c86e7","T4206-S0001","common"
"ЗАО ""КОНФИДО""","100698290","af4b2155","T5640-S0001","common"
"ЗАО ""КОПЫЛЬ ПЕЛЛЕТС""","691317313","7b80f561","T4207-S0001","common"
"ЗАО ""Корп КМТ""","193219709","aac4a1a8","T6336-S0001","common"
"ЗАО ""КОРЭКС""","100173165","f7593242","T5125-S0001","common"
"ЗАО ""КПВС ПЛЮС""","192472579","a9b5a392","T5198-S0001","common"
"ЗАО ""КРАСЛИГ""","100079844","a434ad49","T5691-S0001","common"
"ЗАО ""КреативСпецТорг""","190781124","7c7586f0","T5473-S0001","common"
"ЗАО ""Крисмас""","100036769","8719421b","T6167-S0001","common"
"ЗАО ""КРИТЕРИЙ""","100082668","4c07100a","T4072-S0001","common"
"ЗАО ""КРОМИКА""","193436283","9f2d8e74","T6518-S0001","common"
"ЗАО ""Кронекс инвестмент""","192528453","76808926","T6259-S0001","common"
